EXPIRATION,SIG,WFO,MSG_TYPE,PHENOM,URL,PROD_TYPE,ISSUANCE,WARNID,EVENT
2020-01-03T00:00:00+00:00,Y,KLCH,NPW,WI,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984454-3382082,Wind Advisory,2020-01-02T14:00:00+00:00,O.NEW.KLCH.WI.Y.0001.1577973600,"0001"
,,,AVW,,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984453,Avalanche Warning,2020-01-02T13:50:00+00:00,,
,,,AVW,,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984453,Avalanche Warning,2020-01-02T13:50:00+00:00,,
2020-01-04T04:00:00+00:00,Y,PHFO,MWW,SC,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984451-3382080,Small Craft Advisory,2020-01-03T04:00:00+00:00,O.NEW.PHFO.SC.Y.0001.1578024000,"0001"
2020-01-04T04:00:00+00:00,Y,PHFO,MWW,SC,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984451-3382080,Small Craft Advisory,2020-01-03T04:00:00+00:00,O.NEW.PHFO.SC.Y.0001.1578024000,"0001"
2020-01-04T04:00:00+00:00,Y,PHFO,MWW,SC,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984451-3382080,Small Craft Advisory,2020-01-03T04:00:00+00:00,O.NEW.PHFO.SC.Y.0001.1578024000,"0001"
2020-01-04T04:00:00+00:00,Y,PHFO,MWW,SC,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984451-3382080,Small Craft Advisory,2020-01-03T04:00:00+00:00,O.NEW.PHFO.SC.Y.0001.1578024000,"0001"
2020-01-04T04:00:00+00:00,Y,PHFO,MWW,SC,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984451-3382080,Small Craft Advisory,2020-01-03T04:00:00+00:00,O.NEW.PHFO.SC.Y.0001.1578024000,"0001"
2020-01-04T04:00:00+00:00,Y,PHFO,MWW,SC,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984451-3382080,Small Craft Advisory,2020-01-03T04:00:00+00:00,O.NEW.PHFO.SC.Y.0001.1578024000,"0001"
2020-01-04T04:00:00+00:00,Y,PHFO,MWW,SC,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984451-3382080,Small Craft Advisory,2020-01-03T04:00:00+00:00,O.NEW.PHFO.SC.Y.0001.1578024000,"0001"
2020-01-04T04:00:00+00:00,Y,PHFO,MWW,SC,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984452-3382081,Small Craft Advisory,2020-01-02T13:48:00+00:00,O.EXT.PHFO.SC.Y.0058.1577972880,"0058"
2020-01-04T04:00:00+00:00,Y,PHFO,MWW,SC,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984452-3382081,Small Craft Advisory,2020-01-02T13:48:00+00:00,O.EXT.PHFO.SC.Y.0058.1577972880,"0058"
2020-01-04T04:00:00+00:00,Y,PHFO,MWW,SC,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984452-3382081,Small Craft Advisory,2020-01-02T13:48:00+00:00,O.EXT.PHFO.SC.Y.0058.1577972880,"0058"
2020-01-04T04:00:00+00:00,Y,PHFO,MWW,SC,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984452-3382081,Small Craft Advisory,2020-01-02T13:48:00+00:00,O.EXT.PHFO.SC.Y.0058.1577972880,"0058"
2020-01-04T04:00:00+00:00,Y,PHFO,MWW,SC,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984452-3382081,Small Craft Advisory,2020-01-02T13:48:00+00:00,O.EXT.PHFO.SC.Y.0058.1577972880,"0058"
2020-01-04T04:00:00+00:00,Y,PHFO,MWW,SC,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984452-3382081,Small Craft Advisory,2020-01-02T13:48:00+00:00,O.EXT.PHFO.SC.Y.0058.1577972880,"0058"
2020-01-04T04:00:00+00:00,Y,PHFO,MWW,SC,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984452-3382081,Small Craft Advisory,2020-01-02T13:48:00+00:00,O.EXT.PHFO.SC.Y.0058.1577972880,"0058"
2020-01-04T04:00:00+00:00,Y,PHFO,MWW,SC,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984452-3382081,Small Craft Advisory,2020-01-02T13:48:00+00:00,O.EXT.PHFO.SC.Y.0058.1577972880,"0058"
2020-01-04T12:00:00+00:00,Y,KSGX,CFW,SU,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984448-3382077,High Surf Advisory,2020-01-02T13:41:00+00:00,O.CON.KSGX.SU.Y.0013.1577972460,"0013"
2020-01-04T12:00:00+00:00,Y,KSGX,CFW,SU,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984448-3382077,High Surf Advisory,2020-01-02T13:41:00+00:00,O.CON.KSGX.SU.Y.0013.1577972460,"0013"
2020-01-03T11:00:00+00:00,S,KPQR,CFW,BH,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984447-3382076,Beach Hazards Statement,2020-01-02T13:39:00+00:00,O.CON.KPQR.BH.S.0001.1577972340,"0001"
2020-01-03T11:00:00+00:00,S,KPQR,CFW,BH,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984447-3382076,Beach Hazards Statement,2020-01-02T13:39:00+00:00,O.CON.KPQR.BH.S.0001.1577972340,"0001"
2020-01-03T11:00:00+00:00,S,KPQR,CFW,BH,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984447-3382076,Beach Hazards Statement,2020-01-02T13:39:00+00:00,O.CON.KPQR.BH.S.0001.1577972340,"0001"
2020-01-02T16:00:00+00:00,Y,KHGX,MWW,MF,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984441-3382074,Dense Fog Advisory,2020-01-02T13:03:00+00:00,O.EXA.KHGX.MF.Y.0001.1577970180,"0001"
2020-01-02T16:00:00+00:00,Y,KHGX,MWW,MF,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984442-3382075,Dense Fog Advisory,2020-01-02T13:03:00+00:00,O.CON.KHGX.MF.Y.0001.1577970180,"0001"
2020-01-02T19:00:00+00:00,Y,KBOU,WSW,WW,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984430-3382073,Winter Weather Advisory,2020-01-02T13:00:00+00:00,O.CON.KBOU.WW.Y.0046.1577970000,"0046"
2020-01-02T19:00:00+00:00,Y,KBOU,WSW,WW,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984430-3382073,Winter Weather Advisory,2020-01-02T13:00:00+00:00,O.CON.KBOU.WW.Y.0046.1577970000,"0046"
2020-01-02T19:00:00+00:00,W,KBOU,WSW,WS,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984429-3382072,Winter Storm Warning,2020-01-02T13:00:00+00:00,O.CON.KBOU.WS.W.0020.1577970000,"0020"
2020-01-03T01:00:00+00:00,W,PAFC,WSW,BZ,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984427-3382070,Blizzard Warning,2020-01-02T12:15:00+00:00,O.CON.PAFC.BZ.W.0001.1577967300,"0001"
2020-01-03T03:00:00+00:00,Y,PAFG,WSW,WW,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984426-3382069,Winter Weather Advisory,2020-01-02T12:14:00+00:00,O.CON.PAFG.WW.Y.0145.1577967240,"0145"
2020-01-03T00:00:00+00:00,Y,PAFG,WSW,WW,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984425-3382068,Winter Weather Advisory,2020-01-02T12:14:00+00:00,O.CON.PAFG.WW.Y.0145.1577967240,"0145"
2020-01-03T15:00:00+00:00,Y,PAFG,WSW,WC,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984424-3382067,Wind Chill Advisory,2020-01-02T12:13:00+00:00,O.EXT.PAFG.WC.Y.0029.1577967180,"0029"
2020-01-03T03:00:00+00:00,Y,PAFG,WSW,WW,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984423-3382066,Winter Weather Advisory,2020-01-02T12:13:00+00:00,O.CON.PAFG.WW.Y.0147.1577967180,"0147"
2020-01-04T00:00:00+00:00,Y,KSEW,NPW,WI,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984411-3382054,Wind Advisory,2020-01-03T06:00:00+00:00,O.NEW.KSEW.WI.Y.0001.1578031200,"0001"
2020-01-04T00:00:00+00:00,Y,KSEW,NPW,WI,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984411-3382054,Wind Advisory,2020-01-03T06:00:00+00:00,O.NEW.KSEW.WI.Y.0001.1578031200,"0001"
2020-01-04T00:00:00+00:00,Y,KSEW,NPW,WI,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984411-3382054,Wind Advisory,2020-01-03T06:00:00+00:00,O.NEW.KSEW.WI.Y.0001.1578031200,"0001"
2020-01-04T00:00:00+00:00,Y,KSEW,NPW,WI,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984411-3382054,Wind Advisory,2020-01-03T06:00:00+00:00,O.NEW.KSEW.WI.Y.0001.1578031200,"0001"
2020-01-04T00:00:00+00:00,Y,KSEW,NPW,WI,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984411-3382054,Wind Advisory,2020-01-03T06:00:00+00:00,O.NEW.KSEW.WI.Y.0001.1578031200,"0001"
2020-01-04T00:00:00+00:00,Y,KSEW,NPW,WI,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984411-3382054,Wind Advisory,2020-01-03T06:00:00+00:00,O.NEW.KSEW.WI.Y.0001.1578031200,"0001"
2020-01-05T09:00:00+00:00,S,KMOB,CFW,RP,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984403-3382046,Rip Current Statement,2020-01-02T12:00:00+00:00,O.CON.KMOB.RP.S.0001.1577966400,"0001"
2020-01-05T09:00:00+00:00,S,KMOB,CFW,RP,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984403-3382046,Rip Current Statement,2020-01-02T12:00:00+00:00,O.CON.KMOB.RP.S.0001.1577966400,"0001"
2020-01-05T09:00:00+00:00,S,KMOB,CFW,RP,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984403-3382046,Rip Current Statement,2020-01-02T12:00:00+00:00,O.CON.KMOB.RP.S.0001.1577966400,"0001"
2020-01-05T09:00:00+00:00,S,KMOB,CFW,RP,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984403-3382046,Rip Current Statement,2020-01-02T12:00:00+00:00,O.CON.KMOB.RP.S.0001.1577966400,"0001"
2020-01-05T09:00:00+00:00,S,KMOB,CFW,RP,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984403-3382046,Rip Current Statement,2020-01-02T12:00:00+00:00,O.CON.KMOB.RP.S.0001.1577966400,"0001"
2020-01-02T18:00:00+00:00,Y,KMSO,WSW,WW,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984409-3382052,Winter Weather Advisory,2020-01-02T11:47:00+00:00,O.EXT.KMSO.WW.Y.0071.1577965620,"0071"
2020-01-02T18:00:00+00:00,Y,KMSO,WSW,WW,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984410-3382053,Winter Weather Advisory,2020-01-02T11:47:00+00:00,O.EXT.KMSO.WW.Y.0071.1577965620,"0071"
2020-01-02T18:00:00+00:00,Y,KMSO,WSW,WW,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984405-3382048,Winter Weather Advisory,2020-01-02T11:47:00+00:00,O.EXT.KMSO.WW.Y.0071.1577965620,"0071"
2020-01-02T18:00:00+00:00,Y,KMSO,WSW,WW,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984407-3382050,Winter Weather Advisory,2020-01-02T11:47:00+00:00,O.EXT.KMSO.WW.Y.0071.1577965620,"0071"
2020-01-02T18:00:00+00:00,Y,KMSO,WSW,WW,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984408-3382051,Winter Weather Advisory,2020-01-02T11:47:00+00:00,O.EXT.KMSO.WW.Y.0071.1577965620,"0071"
2020-01-03T05:00:00+00:00,Y,KMTR,CFW,SU,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984384-3382045,High Surf Advisory,2020-01-02T11:10:00+00:00,O.EXT.KMTR.SU.Y.0007.1577963400,"0007"
2020-01-03T05:00:00+00:00,Y,KMTR,CFW,SU,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984384-3382045,High Surf Advisory,2020-01-02T11:10:00+00:00,O.EXT.KMTR.SU.Y.0007.1577963400,"0007"
2020-01-03T05:00:00+00:00,Y,KMTR,CFW,SU,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984384-3382045,High Surf Advisory,2020-01-02T11:10:00+00:00,O.EXT.KMTR.SU.Y.0007.1577963400,"0007"
2020-01-03T05:00:00+00:00,Y,KMTR,CFW,SU,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984384-3382045,High Surf Advisory,2020-01-02T11:10:00+00:00,O.EXT.KMTR.SU.Y.0007.1577963400,"0007"
2020-01-03T05:00:00+00:00,Y,KMTR,CFW,SU,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984384-3382045,High Surf Advisory,2020-01-02T11:10:00+00:00,O.EXT.KMTR.SU.Y.0007.1577963400,"0007"
,,,SPS,,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984379,Special Weather Statement,2020-01-02T11:03:00+00:00,,
,,,SPS,,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984379,Special Weather Statement,2020-01-02T11:03:00+00:00,,
,,,SPS,,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984379,Special Weather Statement,2020-01-02T11:03:00+00:00,,
,,,SPS,,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984379,Special Weather Statement,2020-01-02T11:03:00+00:00,,
,,,SPS,,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984379,Special Weather Statement,2020-01-02T11:03:00+00:00,,
,,,SPS,,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984379,Special Weather Statement,2020-01-02T11:03:00+00:00,,
,,,SPS,,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984379,Special Weather Statement,2020-01-02T11:03:00+00:00,,
,,,SPS,,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984379,Special Weather Statement,2020-01-02T11:03:00+00:00,,
,,,SPS,,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984379,Special Weather Statement,2020-01-02T11:03:00+00:00,,
2020-01-02T17:00:00+00:00,Y,KLOX,MWW,SC,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984377-3382043,Small Craft Advisory,2020-01-02T10:55:00+00:00,O.CON.KLOX.SC.Y.0170.1577962500,"0170"
2020-01-02T20:00:00+00:00,W,KLOX,MWW,GL,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984375-3382041,Gale Warning,2020-01-02T10:55:00+00:00,O.CON.KLOX.GL.W.0001.1577962500,"0001"
2020-01-02T20:00:00+00:00,W,KLOX,MWW,GL,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984375-3382041,Gale Warning,2020-01-02T10:55:00+00:00,O.CON.KLOX.GL.W.0001.1577962500,"0001"
2020-01-02T20:00:00+00:00,W,KLOX,MWW,GL,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984375-3382041,Gale Warning,2020-01-02T10:55:00+00:00,O.CON.KLOX.GL.W.0001.1577962500,"0001"
2020-01-03T18:00:00+00:00,Y,KLOX,MWW,SC,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984376-3382042,Small Craft Advisory,2020-01-02T10:55:00+00:00,O.CON.KLOX.SC.Y.0170.1577962500,"0170"
2020-01-02T17:00:00+00:00,Y,KCAR,MWW,SC,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984372-3382038,Small Craft Advisory,2020-01-02T10:52:00+00:00,O.CON.KCAR.SC.Y.0096.1577962320,"0096"
2020-01-02T17:00:00+00:00,Y,KCAR,MWW,SC,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984372-3382038,Small Craft Advisory,2020-01-02T10:52:00+00:00,O.CON.KCAR.SC.Y.0096.1577962320,"0096"
2020-01-05T15:00:00+00:00,A,KCYS,NPW,HW,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984374-3382040,High Wind Watch,2020-01-03T12:00:00+00:00,O.NEW.KCYS.HW.A.0001.1578052800,"0001"
2020-01-05T15:00:00+00:00,A,KCYS,NPW,HW,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984374-3382040,High Wind Watch,2020-01-03T12:00:00+00:00,O.NEW.KCYS.HW.A.0001.1578052800,"0001"
2020-01-05T15:00:00+00:00,A,KCYS,NPW,HW,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984374-3382040,High Wind Watch,2020-01-03T12:00:00+00:00,O.NEW.KCYS.HW.A.0001.1578052800,"0001"
2020-01-05T15:00:00+00:00,A,KCYS,NPW,HW,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984374-3382040,High Wind Watch,2020-01-03T12:00:00+00:00,O.NEW.KCYS.HW.A.0001.1578052800,"0001"
2020-01-05T07:00:00+00:00,A,KCYS,NPW,HW,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984373-3382039,High Wind Watch,2020-01-04T22:00:00+00:00,O.NEW.KCYS.HW.A.0001.1578175200,"0001"
2020-01-05T07:00:00+00:00,A,KCYS,NPW,HW,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984373-3382039,High Wind Watch,2020-01-04T22:00:00+00:00,O.NEW.KCYS.HW.A.0001.1578175200,"0001"
2020-01-05T07:00:00+00:00,A,KCYS,NPW,HW,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984373-3382039,High Wind Watch,2020-01-04T22:00:00+00:00,O.NEW.KCYS.HW.A.0001.1578175200,"0001"
2020-01-05T07:00:00+00:00,A,KCYS,NPW,HW,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984373-3382039,High Wind Watch,2020-01-04T22:00:00+00:00,O.NEW.KCYS.HW.A.0001.1578175200,"0001"
2020-01-05T07:00:00+00:00,A,KCYS,NPW,HW,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984373-3382039,High Wind Watch,2020-01-04T22:00:00+00:00,O.NEW.KCYS.HW.A.0001.1578175200,"0001"
2020-01-04T10:00:00+00:00,A,KMFR,NPW,HW,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984368-3382033,High Wind Watch,2020-01-04T00:00:00+00:00,O.EXT.KMFR.HW.A.0001.1578096000,"0001"
2020-01-04T09:00:00+00:00,Y,KMFR,NPW,WI,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984369-3382035,Wind Advisory,2020-01-04T00:00:00+00:00,O.NEW.KMFR.WI.Y.0001.1578096000,"0001"
2020-01-04T12:00:00+00:00,A,KMFR,NPW,HW,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984370-3382036,High Wind Watch,2020-01-04T03:00:00+00:00,O.EXB.KMFR.HW.A.0001.1578106800,"0001"
2020-01-04T12:00:00+00:00,A,KMFR,NPW,HW,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984370-3382036,High Wind Watch,2020-01-04T03:00:00+00:00,O.EXB.KMFR.HW.A.0001.1578106800,"0001"
2020-01-04T12:00:00+00:00,A,KMFR,NPW,HW,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984370-3382036,High Wind Watch,2020-01-04T03:00:00+00:00,O.EXB.KMFR.HW.A.0001.1578106800,"0001"
2020-01-02T23:00:00+00:00,Y,KPUB,WSW,WW,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984367-3382032,Winter Weather Advisory,2020-01-02T10:48:00+00:00,O.CON.KPUB.WW.Y.0001.1577962080,"0001"
2020-01-02T23:00:00+00:00,Y,KPUB,WSW,WW,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984367-3382032,Winter Weather Advisory,2020-01-02T10:48:00+00:00,O.CON.KPUB.WW.Y.0001.1577962080,"0001"
2020-01-04T02:00:00+00:00,W,KSEW,MWW,GL,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984362-3382025,Gale Warning,2020-01-02T20:00:00+00:00,O.CON.KSEW.GL.W.0001.1577995200,"0001"
2020-01-03T14:00:00+00:00,Y,KSEW,MWW,SC,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984365-3382030,Small Craft Advisory,2020-01-02T10:47:00+00:00,O.EXA.KSEW.SC.Y.0257.1577962020,"0257"
2020-01-04T00:00:00+00:00,Y,KSEW,MWW,SC,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984360-3382022,Small Craft Advisory,2020-01-03T00:00:00+00:00,O.NEW.KSEW.SC.Y.0001.1578009600,"0001"
2020-01-03T14:00:00+00:00,Y,KSEW,MWW,SC,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984363-3382027,Small Craft Advisory,2020-01-02T10:47:00+00:00,O.CON.KSEW.SC.Y.0257.1577962020,"0257"
2020-01-04T02:00:00+00:00,W,KSEW,MWW,GL,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984364-3382028,Gale Warning,2020-01-02T20:00:00+00:00,O.CON.KSEW.GL.W.0001.1577995200,"0001"
2020-01-04T02:00:00+00:00,W,KSEW,MWW,GL,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984364-3382028,Gale Warning,2020-01-02T20:00:00+00:00,O.CON.KSEW.GL.W.0001.1577995200,"0001"
2020-01-02T20:00:00+00:00,Y,KSEW,MWW,SC,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984361-3382023,Small Craft Advisory,2020-01-02T10:47:00+00:00,O.CON.KSEW.SC.Y.0257.1577962020,"0257"
2020-01-02T20:00:00+00:00,Y,KSEW,MWW,SC,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984361-3382023,Small Craft Advisory,2020-01-02T10:47:00+00:00,O.CON.KSEW.SC.Y.0257.1577962020,"0257"
2020-01-02T20:00:00+00:00,Y,KSEW,MWW,SC,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984361-3382023,Small Craft Advisory,2020-01-02T10:47:00+00:00,O.CON.KSEW.SC.Y.0257.1577962020,"0257"
2020-01-02T20:00:00+00:00,Y,KSEW,MWW,SC,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984361-3382023,Small Craft Advisory,2020-01-02T10:47:00+00:00,O.CON.KSEW.SC.Y.0257.1577962020,"0257"
2020-01-02T20:00:00+00:00,Y,KSEW,MWW,SC,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984361-3382023,Small Craft Advisory,2020-01-02T10:47:00+00:00,O.CON.KSEW.SC.Y.0257.1577962020,"0257"
2020-01-02T20:00:00+00:00,Y,KSEW,MWW,SC,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984361-3382023,Small Craft Advisory,2020-01-02T10:47:00+00:00,O.CON.KSEW.SC.Y.0257.1577962020,"0257"
2020-01-03T12:00:00+00:00,Y,KSEW,MWW,SC,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984366-3382031,Small Craft Advisory,2020-01-02T10:47:00+00:00,O.EXT.KSEW.SC.Y.0252.1577962020,"0252"
2020-01-02T18:00:00+00:00,Y,KSEW,MWW,SC,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984362-3382026,Small Craft Advisory,2020-01-02T10:47:00+00:00,O.EXB.KSEW.SC.Y.0257.1577962020,"0257"
2020-01-04T12:00:00+00:00,W,KSEW,MWW,GL,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984361-3382024,Gale Warning,2020-01-02T20:00:00+00:00,O.CON.KSEW.GL.W.0001.1577995200,"0001"
2020-01-04T12:00:00+00:00,W,KSEW,MWW,GL,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984361-3382024,Gale Warning,2020-01-02T20:00:00+00:00,O.CON.KSEW.GL.W.0001.1577995200,"0001"
2020-01-04T12:00:00+00:00,W,KSEW,MWW,GL,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984361-3382024,Gale Warning,2020-01-02T20:00:00+00:00,O.CON.KSEW.GL.W.0001.1577995200,"0001"
2020-01-04T12:00:00+00:00,W,KSEW,MWW,GL,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984361-3382024,Gale Warning,2020-01-02T20:00:00+00:00,O.CON.KSEW.GL.W.0001.1577995200,"0001"
2020-01-04T12:00:00+00:00,W,KSEW,MWW,GL,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984361-3382024,Gale Warning,2020-01-02T20:00:00+00:00,O.CON.KSEW.GL.W.0001.1577995200,"0001"
2020-01-04T12:00:00+00:00,W,KSEW,MWW,GL,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984361-3382024,Gale Warning,2020-01-02T20:00:00+00:00,O.CON.KSEW.GL.W.0001.1577995200,"0001"
2020-01-04T00:00:00+00:00,A,KBMX,FFA,FA,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984359-3382021,Flood Watch,2020-01-02T18:00:00+00:00,O.CON.KBMX.FA.A.0001.1577988000,"0001"
2020-01-04T00:00:00+00:00,A,KBMX,FFA,FA,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984359-3382021,Flood Watch,2020-01-02T18:00:00+00:00,O.CON.KBMX.FA.A.0001.1577988000,"0001"
2020-01-04T00:00:00+00:00,A,KBMX,FFA,FA,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984359-3382021,Flood Watch,2020-01-02T18:00:00+00:00,O.CON.KBMX.FA.A.0001.1577988000,"0001"
2020-01-04T00:00:00+00:00,A,KBMX,FFA,FA,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984359-3382021,Flood Watch,2020-01-02T18:00:00+00:00,O.CON.KBMX.FA.A.0001.1577988000,"0001"
2020-01-04T00:00:00+00:00,A,KBMX,FFA,FA,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984359-3382021,Flood Watch,2020-01-02T18:00:00+00:00,O.CON.KBMX.FA.A.0001.1577988000,"0001"
2020-01-04T00:00:00+00:00,A,KBMX,FFA,FA,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984359-3382021,Flood Watch,2020-01-02T18:00:00+00:00,O.CON.KBMX.FA.A.0001.1577988000,"0001"
2020-01-04T00:00:00+00:00,A,KBMX,FFA,FA,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984359-3382021,Flood Watch,2020-01-02T18:00:00+00:00,O.CON.KBMX.FA.A.0001.1577988000,"0001"
2020-01-04T00:00:00+00:00,A,KBMX,FFA,FA,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984359-3382021,Flood Watch,2020-01-02T18:00:00+00:00,O.CON.KBMX.FA.A.0001.1577988000,"0001"
2020-01-04T00:00:00+00:00,A,KBMX,FFA,FA,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984359-3382021,Flood Watch,2020-01-02T18:00:00+00:00,O.CON.KBMX.FA.A.0001.1577988000,"0001"
2020-01-04T00:00:00+00:00,A,KBMX,FFA,FA,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984359-3382021,Flood Watch,2020-01-02T18:00:00+00:00,O.CON.KBMX.FA.A.0001.1577988000,"0001"
2020-01-04T00:00:00+00:00,A,KBMX,FFA,FA,https://alerts-v2.weather.gov/products/NWS-IDP-PROD-3984359-3382021,Flood Watch,2020-01-02T18:00:00+00:00,O.CON.KBMX.FA.A.0001.1577988000,"0001"
